id,first_name,last_name,smoker,race,county,num_children,income,complications,age_group,ssn
390,Greer,Frank,false,race1,,1,179939,10,group3,738-18-4574
391,Marshal,Brooks,false,race2,county3,1,114522,2,group3,843-42-6437
392,Cedric,Frank,false,race1,county2,3,244162,5,group1,881-10-8640
393,Wye,Cannon,,race1,county1,2,13910,5,group2,307-12-1600
394,Selina,Ward,false,race3,county1,5,194450,3,group2,881-33-4777
395,Rudolf,Hawkins,false,race3,county1,2,186162,8,group3,786-62-1922
396,Adria,Waters,false,race3,county1,3,241370,7,group1,330-17-3281
397,Cosimo,Waters,false,race2,county4,4,254033,2,group3,223-04-8394
398,Rayna,Pollard,,race1,county1,5,59025,4,group1,512-43-0458
399,Land,Frank,false,race2,county4,0,212670,8,group3,508-80-9905
400,Keith,Brooks,false,race3,county1,1,298780,1,group1,637-08-3796
401,Marrissa,Brooks,,race3,county1,1,194381,4,group1,563-51-1059
402,Abbot,Hoffman,false,race3,county1,5,15803,5,group2,812-67-6928
403,Rene,Brooks,,race1,,4,120461,1,group1,115-84-7620
404,Constantin,Le,false,race1,county1,5,295471,5,group2,392-08-3975
405,Moria,Brooks,true,race2,county3,4,206900,2,group1,792-43-1952
406,Clyde,Waters,true,race3,county1,4,229561,8,group2,237-10-3588
407,Lorry,Waters,false,race1,county1,1,231556,4,group1,634-17-6109
408,Bentlee,Hale,true,,county1,0,81824,8,group2,
409,Morgen,Watson,,race3,county1,4,73347,5,group3,518-36-7723
410,Theadora,Cervantes,true,race3,,4,184551,0,group1,758-57-9998
411,Lexy,Brooks,false,race1,county1,0,188987,0,group1,408-74-5371
412,Jackquelin,Ward,false,race1,county2,1,245112,8,group1,530-79-7039
413,Taber,Hoffman,true,race2,county1,2,276984,10,group3,425-67-9278
414,Beaufort,Hawkins,true,,county1,4,208423,9,group3,193-86-9979
415,Ewan,Ward,false,race1,county1,2,239738,0,group3,761-54-6000
416,Phillida,Pollard,true,race1,county1,1,179397,1,group1,859-51-0311
417,Stacia,Scott,false,race2,county3,0,118659,4,group1,794-12-0184
418,Jo,Le,false,race3,county1,4,285003,4,group3,885-01-1788
419,Haleigh,Cannon,true,race3,county1,4,129773,0,group3,582-49-5895
420,Lexine,Frank,false,race2,county4,4,246315,10,group2,115-15-2594
421,Luci,Hale,false,race1,county3,4,81510,6,group1,635-49-7647
422,Vaughn,Casey,true,race1,county2,4,210771,10,group1,768-35-1364
423,Elysha,Wilkerson,true,race2,county2,0,148916,8,group3,711-50-0678
424,Arline,Lawson,true,race3,,4,144029,4,group2,377-57-7284
425,Ynez,Cannon,,,county1,0,96940,7,group2,
426,Wenona,Owen,true,race3,county1,4,174062,5,group1,317-31-4372
427,Marice,Waters,,race3,county1,3,217518,2,group2,267-54-7980
428,Lucky,Casey,false,race3,county1,4,122679,7,group3,806-27-9879
429,Jeramey,Cervantes,,race3,county1,3,163682,4,group2,690-88-8790
430,Yovonnda,Quinn,true,,county4,0,75332,10,group3,
431,Marylou,Hawkins,true,,county1,4,169697,1,group2,
432,Hillel,Scott,true,,county3,1,174989,10,group2,
433,Aleksandr,Cervantes,true,race2,county2,3,136335,2,group1,119-43-8428
434,Ayn,Cannon,false,race2,county4,3,265728,0,group1,713-92-8157
435,Thurston,Hoffman,true,race2,county2,0,273409,2,group2,488-64-6881
436,Eddi,Le,true,race3,county1,0,290191,2,group3,399-41-2535
437,Sibylle,Hoffman,false,race1,county3,5,113240,0,group1,411-20-1463
438,Dell,Pollard,false,race3,county1,0,15081,8,group1,468-86-7931
439,Baxie,Ward,true,race3,county1,1,179602,10,group2,783-79-8746
440,Hortense,Frank,true,race2,county1,4,210611,7,group2,573-47-2630
441,Jeanna,Pollard,false,race2,county4,5,135162,9,group1,534-33-4165
442,Hulda,Casey,true,race2,county1,4,97793,10,group2,746-62-1854
443,Lynett,Elliott,true,race3,county1,3,77336,9,group3,891-24-7157
444,Germayne,Owen,false,race3,,5,52829,7,group2,326-25-3190
445,Maritsa,Brooks,true,race2,county1,0,33115,6,group1,297-54-5399
446,Muire,Hale,true,race2,county2,3,200410,5,group1,359-41-7657
447,Vincent,Le,true,race2,county2,1,231462,4,group2,673-44-7278
448,Lambert,Ward,,race1,county1,4,195992,3,group2,605-83-2019
449,Phylis,Hoffman,true,race2,county2,2,286612,10,group3,788-60-9883
450,Mabel,Scott,true,,county4,4,225093,0,group2,
451,Hephzibah,Cannon,false,race3,county1,4,50640,3,group3,726-08-2799
452,Correy,Kirk,false,race2,county4,2,202327,6,group2,662-09-5786
453,Dante,Pollard,false,race3,,2,147660,9,group2,114-02-1545
454,Rosie,Watson,false,,county4,5,181485,1,group3,
455,Leodora,Hale,false,,county4,1,178023,6,group2,
456,Annalise,Frank,true,race1,county1,5,270524,8,group2,140-70-9458
457,Laughton,Cervantes,false,,county4,0,98980,3,group3,
458,Hatty,Hawkins,false,race1,county4,0,94068,1,group1,302-38-8359
459,Charla,Ward,true,,county1,1,257422,5,group1,
460,Free,Brooks,false,race2,county2,1,32802,0,group2,846-54-3684
461,Jobi,Elliott,true,race2,county4,5,229900,6,group2,165-07-4053
462,Stephie,Cervantes,false,,county3,2,218283,1,group2,
463,Desdemona,Ward,false,race2,county3,0,279266,7,group2,833-92-9771
464,Crissy,Ward,false,race3,county1,0,67390,7,group2,478-47-2416
465,Cash,Scott,false,race2,county2,2,279691,1,group1,544-37-3961
466,Ambrosio,Hale,true,race3,county1,1,43562,2,group1,868-89-4046
467,Callie,Hoffman,true,,county4,4,81468,10,group1,
468,Thaddus,Elliott,false,race3,county1,3,22336,6,group1,644-57-6654
469,Coleman,Elliott,false,race2,county4,4,229241,7,group3,334-53-4913
470,Daisey,Pollard,true,race1,county2,5,201945,10,group2,621-82-6126
471,Derk,Casey,false,race2,county4,5,244660,10,group3,308-57-3372
472,Lara,Hoffman,false,,county2,1,188765,0,group3,
473,Tabitha,Brooks,true,race2,county3,0,72775,2,group2,341-41-8225
474,Madelena,Watson,false,race3,county1,4,168680,10,group3,592-27-5671
475,Pennie,Lawson,false,race3,county1,1,192657,5,group1,305-10-4344
476,Giacinta,Lawson,true,race1,county3,2,283864,3,group3,667-04-2662
477,Carolyne,Kirk,true,race3,county1,4,134670,3,group2,881-05-9858
478,Byran,Hawkins,false,race1,county3,0,100964,2,group3,597-35-4198
479,Sherwood,Watson,true,race2,county1,0,225810,9,group1,765-16-3736
480,Kelwin,Cannon,true,race2,county3,4,127848,3,group1,612-33-0935
481,Cori,Casey,false,race1,,5,42624,4,group2,411-72-6036
482,Roch,Casey,true,race3,county1,5,30043,2,group2,616-99-5062
483,Artemus,Frank,true,race1,county1,4,102632,5,group2,468-54-0444
484,Keriann,Owen,false,race3,county1,4,63284,1,group3,843-21-9072
485,Keeley,Casey,true,race3,county1,2,215216,0,group2,322-93-6434
486,Boyce,Waters,true,race3,county1,2,269635,8,group3,850-73-5968
487,Meriel,Quinn,true,race1,county1,2,181310,6,group1,209-82-7842
488,Andreas,Hawkins,false,race1,county3,4,230945,2,group1,585-36-4746
489,Kandace,Brooks,true,,county2,0,289383,3,group1,
490,Tad,Casey,true,race1,county2,5,99038,0,group2,252-31-0883
491,Eolanda,Watson,false,race3,county1,0,149459,6,group2,384-29-2372
492,Jory,Brooks,false,race2,county1,0,251411,4,group2,251-04-9548
493,Ayn,Kirk,false,race3,county1,1,222925,1,group1,533-53-5874
494,Odelle,Hawkins,false,race2,county3,4,83197,10,group1,458-54-2848
495,Avram,Pollard,false,race2,county2,1,197483,5,group2,208-38-2008
496,Noah,Waters,true,race1,county4,1,161422,7,group3,548-28-8955
497,Kane,Lawson,false,race2,county3,1,154156,4,group1,225-03-7405
498,Prentice,Cervantes,true,race3,county1,4,200184,2,group2,788-77-0887
499,Mira,Kirk,true,race3,county1,4,40575,3,group1,522-91-5227
500,Chloette,Ward,true,race2,county1,1,187213,10,group1,197-19-1184
501,Latrina,Hale,,race3,county1,0,114392,8,group2,515-79-5225
502,Annamarie,Pollard,true,race3,county1,3,90559,4,group3,885-12-8667
503,Jareb,Frank,true,race2,county2,0,130928,4,group2,812-54-2591
504,Corabelle,Watson,false,race3,county1,3,47234,0,group1,895-62-1892
505,Sara,Le,false,race2,county2,4,236386,4,group1,455-39-5007
506,Shandee,Elliott,true,race2,county1,4,107449,8,group3,817-93-2544
507,Auria,Kirk,false,race1,county3,3,52873,1,group2,777-16-0362
508,Buck,Hoffman,true,race2,county3,2,67017,3,group1,381-57-0909
509,Hakeem,Cannon,true,race1,county2,4,140977,5,group1,373-41-3424
510,Kerri,Hale,true,race2,county4,5,25609,7,group2,822-40-0269
511,Leigh,Watson,true,race3,county1,3,178146,2,group1,641-80-0061
512,Livvyy,Owen,false,race2,county2,2,247789,7,group1,393-93-3831
513,Philip,Le,true,race1,county1,3,228149,7,group3,283-38-2061
514,Perice,Ward,false,race3,county1,4,258816,3,group1,855-61-3020
515,Tania,Elliott,true,race2,county2,4,85870,5,group2,847-08-0130
516,Lorry,Cannon,true,race1,county1,1,274774,1,group3,371-41-3345
517,Beilul,Brooks,true,race2,county3,2,189285,5,group1,836-46-6110
518,Annmaria,Watson,true,race2,county3,3,272585,0,group2,377-76-8470
519,Jerrine,Waters,,race2,county3,2,264608,2,group3,219-25-7465
520,Roxane,Le,false,race2,county4,3,115218,1,group3,614-96-7307
521,Harlen,Lawson,true,race3,county1,0,18640,9,group3,200-69-3647
522,Margarete,Casey,false,race1,county3,0,219747,0,group3,600-77-7464
523,Marje,Hoffman,true,race2,county3,3,130103,4,group2,843-69-9520
524,Hedwiga,Le,false,race2,,1,159466,9,group3,500-46-3766
525,Jacquetta,Le,,race2,county3,1,296035,9,group2,753-33-0967
526,Murielle,Elliott,,race3,county1,4,142930,6,group2,871-94-7439
527,Frederich,Ward,false,race3,county1,5,82577,9,group2,737-81-6241
528,Brittan,Cannon,false,race3,county1,2,137171,1,group3,640-20-6929
529,Cordell,Pollard,false,race2,county3,1,257361,2,group3,593-52-6350
530,Angelico,Owen,true,,county2,1,208971,0,group2,
531,Stevana,Frank,true,race3,county1,0,137250,9,group1,250-65-2939
532,Raynell,Brooks,false,race2,county4,3,122765,8,group1,242-84-2087
533,Way,Watson,false,race1,county1,0,220427,5,group1,401-74-2809
534,Roxanna,Waters,true,race1,county2,1,199790,4,group1,438-80-1550
535,Minne,Waters,false,race3,county1,3,144353,10,group3,688-36-8713
536,Dulcia,Elliott,,race2,county4,5,259618,4,group3,762-64-1278
537,Nick,Elliott,false,race1,county3,5,73850,5,group1,387-79-5264
538,Mohandis,Scott,false,,county1,3,189848,8,group2,
539,Dagmar,Ward,true,race3,county1,5,215979,7,group3,683-14-6446
540,Roxane,Ward,true,race1,county3,5,185986,0,group2,337-28-5329
541,Ardith,Le,true,race3,county1,5,172957,10,group3,499-66-4309
542,Raffaello,Scott,false,race3,county1,4,111861,7,group3,519-79-8788
543,Joshuah,Hawkins,true,,county3,0,178429,3,group1,
544,Keely,Quinn,false,race2,county4,5,59083,5,group2,325-36-1465
545,Natalya,Hoffman,false,race2,county3,3,203254,1,group1,725-54-7967
546,Hortense,Quinn,false,race2,county3,0,105551,3,group2,850-39-8879
547,Marylin,Le,true,race2,county1,4,160631,4,group3,495-79-2690
548,Aubert,Pollard,false,,county4,4,280821,2,group3,
549,Normy,Le,true,race2,county1,2,256612,1,group2,724-29-9105
550,Blythe,Owen,false,race2,county4,2,203468,2,group3,651-34-4843
551,Liz,Quinn,false,race1,county2,2,251993,4,group2,662-64-1643
552,Lizbeth,Hoffman,true,,county1,1,117829,10,group1,
553,Land,Elliott,true,race3,county1,3,124962,0,group2,216-04-8508
554,Eleanore,Elliott,true,race3,county1,2,220964,5,group3,132-13-8709
555,Merell,Hawkins,true,race3,county1,2,58079,6,group1,101-75-6087
556,Lisle,Frank,false,race3,county1,5,96101,1,group3,202-07-0410
557,Josephina,Cannon,true,race3,county1,1,278502,9,group3,785-65-4481
558,Filmer,Owen,false,,county1,1,188157,4,group3,
559,Lucky,Cannon,true,race2,county4,5,58918,10,group3,882-21-9376
560,Debora,Elliott,false,race1,county1,3,41561,8,group1,346-04-3907
561,William,Pollard,false,race1,county1,0,276691,0,group2,212-87-3509
562,Bob,Cervantes,false,race3,county1,0,184747,7,group3,732-49-4693
563,Cynde,Hale,true,race2,county1,5,259186,1,group1,144-09-5308
564,Brodie,Brooks,true,race3,county1,2,104030,4,group1,793-40-8157
565,Nanon,Ward,true,race3,county1,0,201235,6,group3,268-62-5813
566,Marrissa,Watson,,,,5,298023,2,group3,883-17-1659
567,Yasmin,Cervantes,true,race1,county3,5,255980,2,group1,663-24-2119
568,Elga,Watson,false,,county1,0,246871,8,group3,
569,Darcie,Cannon,,race2,county1,3,138468,10,group3,773-20-8295
570,Jeremy,Casey,false,race3,county1,5,56098,0,group2,522-61-9675
571,Astrix,Frank,false,race2,county1,5,111090,2,group1,773-75-9492
572,Joyous,Wilkerson,true,race3,county1,5,295273,10,group3,541-72-2851
573,Aloysius,Brooks,false,race2,county4,3,147353,10,group3,261-42-6502
574,Jannel,Lawson,false,race2,county1,0,118614,2,group1,663-73-4400
575,Tiffanie,Pollard,false,,county1,5,162152,7,group2,
576,Ravid,Pollard,false,race1,county4,0,263312,2,group1,732-74-5687
577,Jenny,Waters,true,race1,county1,1,182453,1,group2,324-38-2078
578,Danica,Hale,false,,county2,5,167199,0,group3,
579,Alfreda,Elliott,true,race3,,5,117183,9,group2,158-86-7074
580,Shalna,Pollard,true,race3,county1,3,217147,9,group2,261-25-6357
581,Ginny,Lawson,true,race1,county1,1,175843,10,group3,784-06-9875
582,Cynthy,Owen,,race1,county1,3,57487,3,group1,197-04-7756
583,Isadore,Elliott,true,race3,county1,1,253384,9,group2,676-46-4853
584,Jasmine,Elliott,true,race1,county4,4,227518,4,group2,679-25-5507
585,Jeralee,Cannon,,race1,county4,5,251144,3,group1,542-63-5155
586,Bald,Frank,true,race3,,0,243647,0,group1,490-87-9555
587,Jasmine,Elliott,true,race2,county1,5,192797,4,group3,655-21-6773
588,Chicky,Pollard,true,race2,county3,1,263630,8,group2,320-03-7592
589,Jackie,Frank,false,race1,county4,3,205774,9,group3,897-15-0871
590,Fran,Waters,false,race3,county1,1,255886,1,group1,397-87-2174
591,Addy,Elliott,true,race3,county1,3,21464,6,group3,742-23-6014
592,Philbert,Le,false,race1,county4,4,130104,3,group2,290-24-6495
593,Gwyn,Brooks,false,race3,county1,1,157841,9,group2,503-70-3990
594,Merci,Hale,true,race2,,5,176001,6,group3,636-46-7074
595,Field,Ward,false,race2,county4,2,295893,0,group3,547-03-5675
596,Jameson,Scott,false,race2,county2,0,233292,10,group3,401-45-2915
597,Dani,Lawson,false,race1,county3,3,172096,2,group3,772-12-3838
598,Daniela,Hoffman,false,race2,county4,0,22897,2,group1,512-76-7252
599,Joellyn,Waters,false,race3,county1,4,29880,6,group3,509-99-1875
600,Carlie,Pollard,true,race3,county1,2,280358,5,group1,791-11-0985
601,Khalil,Hawkins,false,race1,county3,3,294361,0,group1,429-64-6172
602,Emmerich,Watson,true,race1,county2,5,147315,8,group3,442-45-1500
603,Sky,Casey,,race3,county1,0,110319,5,group2,674-41-8734
604,Willyt,Le,false,race3,county1,5,185000,2,group1,112-69-2457
605,Chris,Watson,false,race1,county2,4,250472,4,group2,467-07-4497
606,Genevra,Hale,false,race1,county1,1,101233,3,group1,276-23-1954
607,Harley,Casey,false,race1,county4,3,217190,5,group2,699-17-5979
608,Kayle,Hawkins,false,race1,county1,1,258167,3,group2,641-69-4416
609,Danella,Watson,false,race3,county1,4,256225,6,group2,470-02-5715
610,Jacquelin,Watson,true,race2,county1,1,40254,3,group2,194-97-1318
611,Bondie,Pollard,false,,county1,2,84372,1,group1,
612,Rowan,Casey,false,race2,county2,0,24763,9,group1,378-94-1977
613,Karola,Pollard,false,,county4,4,212996,1,group2,
614,Eb,Kirk,false,race2,county1,5,120816,2,group2,814-38-3127
615,Herman,Owen,,race2,county1,5,47996,0,group1,808-52-2375
616,Shannen,Waters,,race3,county1,4,277177,4,group2,181-10-0511
617,Myca,Watson,true,race3,county1,0,235386,1,group1,835-21-7642
618,William,Watson,,race3,county1,1,201346,7,group2,374-42-0474
619,Lockwood,Cannon,true,race1,county2,2,61090,8,group3,426-70-3927
620,Tani,Brooks,true,race3,county1,1,51525,5,group3,505-09-0416
621,Nikola,Watson,false,race3,county1,5,60820,3,group2,195-24-8603
622,Bradley,Cervantes,false,race3,county1,4,184598,5,group1,461-14-9797
623,Eydie,Kirk,false,race3,county1,3,173088,5,group3,527-19-6513
624,Debbi,Quinn,false,,county3,1,38811,2,group1,
625,Goddard,Cervantes,true,race3,county1,1,217078,5,group2,639-61-5577
626,Reiko,Cervantes,true,race1,county3,1,53054,1,group3,100-99-9271
627,Estel,Waters,false,,county3,0,255182,10,group3,
628,Kris,Le,true,race2,county4,4,59566,6,group3,488-52-6182
629,Shellie,Ward,false,race3,county1,4,65809,8,group2,230-37-9967
630,Inessa,Ward,true,race1,,3,136970,8,group2,868-52-2482
631,Katharyn,Brooks,false,race2,county3,2,185381,8,group1,882-63-2047
632,Kerrill,Cannon,true,race2,county1,3,185729,1,group2,144-37-3700
633,Alexandra,Cannon,true,race3,,2,264219,8,group3,866-81-1294
634,Lothario,Elliott,false,race1,county2,4,228284,3,group2,690-99-0079
635,Tremayne,Owen,true,race2,county4,4,196230,0,group2,356-61-0236
636,Cordi,Wilkerson,true,race2,county4,5,76367,8,group3,190-83-8294
637,Susannah,Brooks,,race3,county1,3,285174,5,group2,516-21-5738
638,Tootsie,Casey,true,race2,county4,3,169416,4,group2,623-76-3499
639,Brittne,Kirk,false,race3,county1,0,253376,5,group1,144-29-6252
640,Elnore,Le,false,race2,county2,5,78538,1,group3,673-15-3641
641,Doria,Hoffman,false,race1,county4,2,118925,9,group3,229-55-2157
642,Dulcie,Watson,false,race3,county1,1,233155,3,group3,833-16-6256
643,Zelig,Hale,true,race3,,3,160611,2,group1,246-77-5030
644,Ker,Watson,true,race1,county2,1,290330,6,group1,764-17-1239
645,Lurleen,Pollard,true,race2,,3,278629,6,group1,172-49-8971
646,Shellie,Elliott,true,race1,county1,4,123596,9,group3,209-68-9608
647,Shepperd,Quinn,false,race3,county1,2,255263,3,group3,385-32-6045
648,Amalea,Frank,false,race2,county3,0,262373,10,group2,551-13-9229
649,Opal,Waters,true,race2,county2,5,73378,9,group1,718-70-7726
650,Kandy,Ward,false,,county3,1,156183,5,group2,
651,Dagmar,Lawson,true,race2,county2,0,169845,2,group3,471-59-4314
652,Poul,Hale,true,race1,county4,4,220739,2,group2,573-08-9027
653,Astra,Casey,true,race2,county4,5,30802,10,group1,566-87-2017
654,Waldemar,Le,true,,county3,1,56349,0,group3,
655,Kaitlynn,Brooks,true,race1,,4,102037,5,group1,885-83-7779
656,Garald,Hale,true,race2,county2,1,293921,7,group3,404-94-6578
657,Caryl,Cervantes,false,race2,county1,3,152746,10,group1,595-77-5383
658,Udall,Hale,false,race2,county3,2,154255,1,group3,433-18-7125
659,Barbee,Casey,false,race1,county1,0,273396,5,group2,525-36-0231
660,Rollin,Watson,false,race3,county1,1,81259,1,group1,571-87-3022
661,Martynne,Cervantes,true,race2,county2,2,171136,7,group3,717-11-3417
662,Adeline,Pollard,true,race3,county1,2,40415,9,group3,284-72-3788
663,Thorvald,Quinn,true,race2,county3,0,216798,2,group3,244-27-1900
664,Sheeree,Le,false,race2,county1,5,249837,6,group1,396-80-8842
665,Bentlee,Hawkins,false,race2,county2,2,209557,1,group3,516-48-9090
666,Henrik,Le,true,race3,county1,2,96379,1,group3,364-14-5995
667,Cecilio,Owen,true,race3,county1,4,213071,7,group1,553-64-0810
668,Arda,Scott,true,race2,county2,5,45302,5,group1,507-64-3743
669,Almire,Frank,false,race3,county1,5,197042,4,group1,388-79-1043
670,Randa,Cervantes,false,race3,county1,4,121322,6,group1,366-60-5539
671,Farrah,Cannon,true,,county3,4,18950,4,group2,
672,Oralie,Scott,true,race2,county1,2,140999,6,group1,330-47-6416
673,Westbrooke,Elliott,false,race2,county2,4,89466,8,group2,683-57-4499
674,Stephen,Frank,false,race3,,3,118452,2,group3,646-34-8427
675,Ichabod,Pollard,false,race1,county2,1,24617,8,group2,543-35-5524
676,Mariquilla,Hawkins,false,race2,county4,2,39147,1,group2,604-45-7987
677,Haleigh,Hoffman,false,race1,county1,3,133953,5,group1,636-56-7735
678,Sidnee,Brooks,false,,,1,223727,9,group2,
679,Haily,Frank,true,race3,county1,5,11836,7,group1,107-09-1465
680,Wayne,Frank,,,county2,1,230843,5,group2,
681,Xymenes,Elliott,true,race1,county1,5,145680,0,group3,120-40-1661
682,Heda,Wilkerson,false,race3,county1,4,133393,1,group3,557-36-9952
683,Philomena,Elliott,false,race1,county3,0,73719,9,group2,607-84-7577
684,Kirby,Hawkins,true,race1,county4,0,212205,0,group2,658-73-3192
685,Roddy,Hoffman,true,race3,county1,2,243161,2,group1,491-01-6385
686,Hussein,Quinn,false,race1,county3,5,229924,3,group1,399-64-6921
687,Shel,Hawkins,true,race1,county2,3,274630,5,group2,165-45-0424
688,Artair,Watson,false,race2,county2,1,29494,6,group1,703-87-7246
689,Gipsy,Frank,true,race3,county1,1,141391,4,group2,537-97-1936
690,Blakelee,Cannon,false,race1,county3,5,266929,3,group2,472-98-3022
691,Pansie,Le,false,race1,county4,4,103717,0,group1,856-42-7039
692,Danita,Ward,false,race2,county3,3,285481,6,group1,696-75-9746
693,Jasun,Le,false,race1,county3,5,230371,1,group1,714-07-6871
694,Esme,Brooks,true,race2,county2,1,28276,7,group2,289-48-1793
695,Abram,Brooks,true,race2,county4,5,42290,6,group1,310-43-2156
696,Molli,Watson,false,race1,county1,5,67638,2,group1,152-42-7657
697,Fidelity,Owen,false,race2,county4,1,194150,10,group1,314-32-7245
698,Anatollo,Hale,true,race2,county1,3,173708,10,group3,571-77-1842
699,Ashla,Le,true,race3,county1,1,291985,2,group3,359-63-6401
700,Gizela,Scott,true,race1,county2,1,31917,1,group1,888-11-6522
701,Inessa,Brooks,true,race3,county1,4,283564,1,group1,592-90-7105
702,Birch,Watson,true,,county4,5,291840,10,group1,
703,Piggy,Hale,,race3,,0,161475,9,group1,245-10-9429
704,Beth,Cervantes,false,race1,county2,4,180168,8,group1,658-33-1417
705,Austina,Scott,false,race3,county1,0,31680,3,group2,152-03-1026
706,Chance,Le,false,race1,county2,2,44147,2,group2,407-95-5305
707,Auguste,Brooks,true,race2,,3,284714,6,group3,671-01-2383
708,Shandeigh,Wilkerson,true,race3,county1,5,70606,7,group3,201-74-8841
709,Lizzy,Hale,true,race1,county1,1,108298,5,group1,202-64-3357
710,Davin,Watson,true,race1,county2,4,187215,5,group1,621-73-4770
711,Bald,Owen,true,,county2,4,119902,0,group3,
712,Stacy,Owen,true,race3,county1,5,262757,1,group2,523-95-7493
713,Elliot,Owen,false,race2,county2,4,72753,0,group2,111-27-4144
714,Aldrich,Le,true,race2,,1,170997,7,group1,535-26-5954
715,Lynnett,Lawson,false,race1,county4,1,188199,9,group1,376-33-1248
716,Coreen,Wilkerson,false,race1,county3,4,278332,9,group2,650-54-7822
717,Kassie,Hawkins,true,race2,county3,3,66938,2,group3,744-09-6011
718,Marcos,Cannon,false,race1,county1,2,119896,9,group3,202-99-2201
719,Gaylor,Waters,,race2,,0,151490,7,group1,572-04-4000
720,Welbie,Waters,true,race3,county1,5,167984,5,group1,576-23-1337
721,Aluin,Frank,true,race1,county1,5,74615,8,group3,163-69-7560
722,Elva,Lawson,false,race1,county1,2,184946,10,group3,752-60-5622
723,Sybila,Quinn,,,county4,0,84480,9,group1,
724,Myca,Brooks,false,race2,county1,5,69048,8,group2,204-62-9302
725,Raquela,Watson,true,race1,county2,0,122701,3,group2,896-76-1905
726,Talbot,Cannon,true,race2,county4,5,116505,3,group3,182-25-3950
727,Olivier,Elliott,true,race2,county3,5,295733,1,group2,839-82-1123
728,Rosalia,Watson,true,race3,county1,1,270658,3,group1,851-63-2934
729,Berti,Hale,true,race1,county3,0,229251,4,group2,182-39-5435
730,Melodee,Hawkins,true,race3,county1,4,252261,8,group1,177-02-3628
731,Faber,Kirk,false,race2,county3,4,221424,2,group3,290-98-3790
732,Gaelan,Scott,true,,county3,2,54728,6,group2,
733,Atlante,Hoffman,false,race2,county2,5,255464,10,group1,834-31-0602
734,Meggy,Hale,true,race3,,4,229540,3,group1,675-63-0515
735,Byran,Kirk,false,race3,county1,4,34024,1,group3,273-38-6610
736,Susie,Hawkins,true,race1,county4,5,113962,4,group1,805-89-8682
737,Udale,Le,true,race3,county1,4,264889,8,group1,259-24-2917
738,Abra,Waters,false,race2,county2,1,242091,10,group3,442-67-3572
739,Katerine,Wilkerson,true,race1,county2,2,43357,8,group3,339-68-1978
740,Merrily,Lawson,,race1,county4,2,223643,10,group3,156-77-2940
741,Wallace,Hale,true,,county4,3,190812,6,group3,
742,Sher,Quinn,true,race2,county1,1,141739,1,group3,331-41-1724
743,Melamie,Elliott,true,race2,county4,3,83025,10,group3,449-21-5873
744,Katinka,Lawson,true,race2,county2,2,241454,0,group1,176-25-7815
745,Cello,Frank,false,race2,county3,3,92164,9,group3,328-97-0329
746,Lucho,Brooks,true,race2,county4,3,288011,2,group2,450-25-5308
747,Tobe,Pollard,false,,county1,0,276482,4,group1,716-52-2082
748,Alonso,Lawson,true,,county1,2,16946,5,group2,556-92-0429
749,Natalya,Brooks,true,race1,county3,1,120279,7,group2,470-60-4440
750,Gwendolen,Brooks,false,,county4,2,22360,0,group3,
751,Archie,Ward,false,race3,county1,0,230754,3,group1,627-68-0274
752,Shirleen,Brooks,false,race3,county1,0,278078,9,group3,250-81-4488
753,Clare,Frank,true,race3,county1,1,221161,9,group2,479-42-9988
754,Keelia,Cannon,,,county1,4,105620,5,group1,
755,Valdemar,Hawkins,true,race1,county3,0,224520,0,group3,332-56-8153
756,Nedda,Hale,,race3,county1,1,95409,8,group2,465-67-5819
757,Wally,Watson,,race3,county1,5,239370,5,group1,897-67-1877
758,Patsy,Cannon,true,race3,county1,4,287293,9,group1,451-77-1009
759,Loydie,Hale,true,race2,county3,4,27442,8,group3,811-20-1781
760,Sosanna,Le,,race2,county3,0,194248,2,group1,456-93-9221
761,Spenser,Le,true,race2,county2,5,175836,5,group3,303-24-9311
762,Beatrice,Wilkerson,true,race2,county4,3,268331,1,group1,257-19-4550
763,Catina,Pollard,true,race1,county1,4,149311,2,group2,261-60-4933
764,Hurlee,Cervantes,true,race2,county3,5,176776,4,group3,639-19-8119
765,Janeta,Elliott,false,race1,county4,4,159697,0,group2,352-14-0928
766,Dorthea,Quinn,true,race3,county1,3,100606,7,group1,258-45-4872
767,Sampson,Hawkins,false,race1,county4,2,252224,4,group2,484-23-0409
768,Judy,Le,true,,county3,5,205141,7,group3,
769,Denys,Ward,false,race3,county1,0,73350,5,group2,896-53-5834
770,Dian,Scott,true,race1,county1,0,51343,7,group3,652-45-9262
771,Georgia,Watson,false,,county2,3,14429,3,group1,
772,Audre,Le,true,race2,county4,3,212996,8,group1,175-77-8687
773,Poppy,Cannon,false,race3,county1,1,129320,4,group1,171-33-2167
774,Cate,Quinn,false,race2,county1,3,72371,8,group2,876-26-9930
775,Giralda,Hale,true,race2,county1,4,69589,7,group1,293-02-1911
776,Valentine,Pollard,false,race1,county4,1,225309,0,group3,546-41-2719
777,Deane,Scott,false,race2,county4,2,152198,9,group3,495-05-1707
778,Salvatore,Lawson,true,race2,county3,3,79643,2,group2,458-32-9503
779,Baillie,Watson,false,race1,county4,2,248104,10,group2,627-27-8626
780,Alejoa,Casey,false,race3,county1,5,42378,8,group1,137-23-1902
781,Sarene,Ward,false,race3,county1,0,262947,1,group1,251-24-8178
782,Sena,Wilkerson,true,race3,county1,2,17118,9,group1,329-19-6746
