id,first_name,last_name,race,county,num_children,income,age_group,ssn
436,Eddi,Le,race3,county1,0,290191,group3,399-41-2535
437,Sibylle,Hoffman,race1,county3,5,113240,group1,411-20-1463
438,Dell,Pollard,race3,county1,0,15081,group1,468-86-7931
439,Baxie,Ward,race3,county1,1,179602,group2,783-79-8746
440,Hortense,Frank,race2,county1,4,210611,group2,573-47-2630
441,Jeanna,Pollard,race2,county4,5,135162,group1,534-33-4165
442,Hulda,Casey,race2,county1,4,97793,group2,746-62-1854
443,Lynett,Elliott,race3,county1,3,77336,group3,891-24-7157
444,Germayne,Owen,race3,?,5,52829,group2,326-25-3190
445,Maritsa,Brooks,race2,county1,0,33115,group1,297-54-5399
446,Muire,Hale,race2,county2,3,200410,group1,359-41-7657
447,Vincent,Le,race2,county2,1,231462,group2,673-44-7278
448,Lambert,Ward,race1,county1,4,195992,group2,605-83-2019
449,Phylis,Hoffman,race2,county2,2,286612,group3,788-60-9883
450,Mabel,Scott,?,county4,4,225093,group2,?
451,Hephzibah,Cannon,race3,county1,4,50640,group3,726-08-2799
452,Correy,Kirk,race2,county4,2,202327,group2,662-09-5786
453,Dante,Pollard,race3,?,2,147660,group2,114-02-1545
454,Rosie,Watson,?,county4,5,181485,group3,?
455,Leodora,Hale,?,county4,1,178023,group2,?
456,Annalise,Frank,race1,county1,5,270524,group2,140-70-9458
457,Laughton,Cervantes,?,county4,0,98980,group3,?
458,Hatty,Hawkins,race1,county4,0,94068,group1,302-38-8359
459,Charla,Ward,?,county1,1,257422,group1,?
460,Free,Brooks,race2,county2,1,32802,group2,846-54-3684
461,Jobi,Elliott,race2,county4,5,229900,group2,165-07-4053
462,Stephie,Cervantes,?,county3,2,218283,group2,?
463,Desdemona,Ward,race2,county3,0,279266,group2,833-92-9771
464,Crissy,Ward,race3,county1,0,67390,group2,478-47-2416
465,Cash,Scott,race2,county2,2,279691,group1,544-37-3961
466,Ambrosio,Hale,race3,county1,1,43562,group1,868-89-4046
467,Callie,Hoffman,?,county4,4,81468,group1,?
468,Thaddus,Elliott,race3,county1,3,22336,group1,644-57-6654
469,Coleman,Elliott,race2,county4,4,229241,group3,334-53-4913
470,Daisey,Pollard,race1,county2,5,201945,group2,621-82-6126
471,Derk,Casey,race2,county4,5,244660,group3,308-57-3372
472,Lara,Hoffman,?,county2,1,188765,group3,?
473,Tabitha,Brooks,race2,county3,0,72775,group2,341-41-8225
474,Madelena,Watson,race3,county1,4,168680,group3,592-27-5671
475,Pennie,Lawson,race3,county1,1,192657,group1,305-10-4344
476,Giacinta,Lawson,race1,county3,2,283864,group3,667-04-2662
477,Carolyne,Kirk,race3,county1,4,134670,group2,881-05-9858
478,Byran,Hawkins,race1,county3,0,100964,group3,597-35-4198
479,Sherwood,Watson,race2,county1,0,225810,group1,765-16-3736
480,Kelwin,Cannon,race2,county3,4,127848,group1,612-33-0935
481,Cori,Casey,race1,?,5,42624,group2,411-72-6036
482,Roch,Casey,race3,county1,5,30043,group2,616-99-5062
483,Artemus,Frank,race1,county1,4,102632,group2,468-54-0444
484,Keriann,Owen,race3,county1,4,63284,group3,843-21-9072
485,Keeley,Casey,race3,county1,2,215216,group2,322-93-6434
486,Boyce,Waters,race3,county1,2,269635,group3,850-73-5968
487,Meriel,Quinn,race1,county1,2,181310,group1,209-82-7842
488,Andreas,Hawkins,race1,county3,4,230945,group1,585-36-4746
489,Kandace,Brooks,?,county2,0,289383,group1,?
490,Tad,Casey,race1,county2,5,99038,group2,252-31-0883
491,Eolanda,Watson,race3,county1,0,149459,group2,384-29-2372
492,Jory,Brooks,race2,county1,0,251411,group2,251-04-9548
493,Ayn,Kirk,race3,county1,1,222925,group1,533-53-5874
494,Odelle,Hawkins,race2,county3,4,83197,group1,458-54-2848
495,Avram,Pollard,race2,county2,1,197483,group2,208-38-2008
496,Noah,Waters,race1,county4,1,161422,group3,548-28-8955
497,Kane,Lawson,race2,county3,1,154156,group1,225-03-7405
498,Prentice,Cervantes,race3,county1,4,200184,group2,788-77-0887
499,Mira,Kirk,race3,county1,4,40575,group1,522-91-5227
500,Chloette,Ward,race2,county1,1,187213,group1,197-19-1184
501,Latrina,Hale,race3,county1,0,114392,group2,515-79-5225
502,Annamarie,Pollard,race3,county1,3,90559,group3,885-12-8667
503,Jareb,Frank,race2,county2,0,130928,group2,812-54-2591
504,Corabelle,Watson,race3,county1,3,47234,group1,895-62-1892
505,Sara,Le,race2,county2,4,236386,group1,455-39-5007
506,Shandee,Elliott,race2,county1,4,107449,group3,817-93-2544
507,Auria,Kirk,race1,county3,3,52873,group2,777-16-0362
508,Buck,Hoffman,race2,county3,2,67017,group1,381-57-0909
509,Hakeem,Cannon,race1,county2,4,140977,group1,373-41-3424
510,Kerri,Hale,race2,county4,5,25609,group2,822-40-0269
511,Leigh,Watson,race3,county1,3,178146,group1,641-80-0061
512,Livvyy,Owen,race2,county2,2,247789,group1,393-93-3831
513,Philip,Le,race1,county1,3,228149,group3,283-38-2061
514,Perice,Ward,race3,county1,4,258816,group1,855-61-3020
515,Tania,Elliott,race2,county2,4,85870,group2,847-08-0130
516,Lorry,Cannon,race1,county1,1,274774,group3,371-41-3345
517,Beilul,Brooks,race2,county3,2,189285,group1,836-46-6110
518,Annmaria,Watson,race2,county3,3,272585,group2,377-76-8470
519,Jerrine,Waters,race2,county3,2,264608,group3,219-25-7465
520,Roxane,Le,race2,county4,3,115218,group3,614-96-7307
521,Harlen,Lawson,race3,county1,0,18640,group3,200-69-3647
522,Margarete,Casey,race1,county3,0,219747,group3,600-77-7464
523,Marje,Hoffman,race2,county3,3,130103,group2,843-69-9520
524,Hedwiga,Le,race2,?,1,159466,group3,500-46-3766
525,Jacquetta,Le,race2,county3,1,296035,group2,753-33-0967
526,Murielle,Elliott,race3,county1,4,142930,group2,871-94-7439
527,Frederich,Ward,race3,county1,5,82577,group2,737-81-6241
528,Brittan,Cannon,race3,county1,2,137171,group3,640-20-6929
529,Cordell,Pollard,race2,county3,1,257361,group3,593-52-6350
530,Angelico,Owen,?,county2,1,208971,group2,?
531,Stevana,Frank,race3,county1,0,137250,group1,250-65-2939
532,Raynell,Brooks,race2,county4,3,122765,group1,242-84-2087
533,Way,Watson,race1,county1,0,220427,group1,401-74-2809
534,Roxanna,Waters,race1,county2,1,199790,group1,438-80-1550
535,Minne,Waters,race3,county1,3,144353,group3,688-36-8713
536,Dulcia,Elliott,race2,county4,5,259618,group3,762-64-1278
537,Nick,Elliott,race1,county3,5,73850,group1,387-79-5264
538,Mohandis,Scott,?,county1,3,189848,group2,?
539,Dagmar,Ward,race3,county1,5,215979,group3,683-14-6446
540,Roxane,Ward,race1,county3,5,185986,group2,337-28-5329
541,Ardith,Le,race3,county1,5,172957,group3,499-66-4309
542,Raffaello,Scott,race3,county1,4,111861,group3,519-79-8788
543,Joshuah,Hawkins,?,county3,0,178429,group1,?
544,Keely,Quinn,race2,county4,5,59083,group2,325-36-1465
545,Natalya,Hoffman,race2,county3,3,203254,group1,725-54-7967
546,Hortense,Quinn,race2,county3,0,105551,group2,850-39-8879
547,Marylin,Le,race2,county1,4,160631,group3,495-79-2690
548,Aubert,Pollard,?,county4,4,280821,group3,?
549,Normy,Le,race2,county1,2,256612,group2,724-29-9105
550,Blythe,Owen,race2,county4,2,203468,group3,651-34-4843
551,Liz,Quinn,race1,county2,2,251993,group2,662-64-1643
552,Lizbeth,Hoffman,?,county1,1,117829,group1,?
553,Land,Elliott,race3,county1,3,124962,group2,216-04-8508
554,Eleanore,Elliott,race3,county1,2,220964,group3,132-13-8709
555,Merell,Hawkins,race3,county1,2,58079,group1,101-75-6087
556,Lisle,Frank,race3,county1,5,96101,group3,202-07-0410
557,Josephina,Cannon,race3,county1,1,278502,group3,785-65-4481
558,Filmer,Owen,?,county1,1,188157,group3,?
559,Lucky,Cannon,race2,county4,5,58918,group3,882-21-9376
560,Debora,Elliott,race1,county1,3,41561,group1,346-04-3907
561,William,Pollard,race1,county1,0,276691,group2,212-87-3509
562,Bob,Cervantes,race3,county1,0,184747,group3,732-49-4693
563,Cynde,Hale,race2,county1,5,259186,group1,144-09-5308
564,Brodie,Brooks,race3,county1,2,104030,group1,793-40-8157
565,Nanon,Ward,race3,county1,0,201235,group3,268-62-5813
566,Marrissa,Watson,?,?,5,298023,group3,883-17-1659
567,Yasmin,Cervantes,race1,county3,5,255980,group1,663-24-2119
568,Elga,Watson,?,county1,0,246871,group3,?
569,Darcie,Cannon,race2,county1,3,138468,group3,773-20-8295
570,Jeremy,Casey,race3,county1,5,56098,group2,522-61-9675
571,Astrix,Frank,race2,county1,5,111090,group1,773-75-9492
572,Joyous,Wilkerson,race3,county1,5,295273,group3,541-72-2851
573,Aloysius,Brooks,race2,county4,3,147353,group3,261-42-6502
574,Jannel,Lawson,race2,county1,0,118614,group1,663-73-4400
575,Tiffanie,Pollard,?,county1,5,162152,group2,?
576,Ravid,Pollard,race1,county4,0,263312,group1,732-74-5687
577,Jenny,Waters,race1,county1,1,182453,group2,324-38-2078
578,Danica,Hale,?,county2,5,167199,group3,?
579,Alfreda,Elliott,race3,?,5,117183,group2,158-86-7074
580,Shalna,Pollard,race3,county1,3,217147,group2,261-25-6357
581,Ginny,Lawson,race1,county1,1,175843,group3,784-06-9875
582,Cynthy,Owen,race1,county1,3,57487,group1,197-04-7756
583,Isadore,Elliott,race3,county1,1,253384,group2,676-46-4853
584,Jasmine,Elliott,race1,county4,4,227518,group2,679-25-5507
585,Jeralee,Cannon,race1,county4,5,251144,group1,542-63-5155
586,Bald,Frank,race3,?,0,243647,group1,490-87-9555
587,Jasmine,Elliott,race2,county1,5,192797,group3,655-21-6773
588,Chicky,Pollard,race2,county3,1,263630,group2,320-03-7592
589,Jackie,Frank,race1,county4,3,205774,group3,897-15-0871
590,Fran,Waters,race3,county1,1,255886,group1,397-87-2174
591,Addy,Elliott,race3,county1,3,21464,group3,742-23-6014
592,Philbert,Le,race1,county4,4,130104,group2,290-24-6495
593,Gwyn,Brooks,race3,county1,1,157841,group2,503-70-3990
594,Merci,Hale,race2,?,5,176001,group3,636-46-7074
595,Field,Ward,race2,county4,2,295893,group3,547-03-5675
596,Jameson,Scott,race2,county2,0,233292,group3,401-45-2915
597,Dani,Lawson,race1,county3,3,172096,group3,772-12-3838
598,Daniela,Hoffman,race2,county4,0,22897,group1,512-76-7252
599,Joellyn,Waters,race3,county1,4,29880,group3,509-99-1875
600,Carlie,Pollard,race3,county1,2,280358,group1,791-11-0985
601,Khalil,Hawkins,race1,county3,3,294361,group1,429-64-6172
602,Emmerich,Watson,race1,county2,5,147315,group3,442-45-1500
603,Sky,Casey,race3,county1,0,110319,group2,674-41-8734
604,Willyt,Le,race3,county1,5,185000,group1,112-69-2457
605,Chris,Watson,race1,county2,4,250472,group2,467-07-4497
606,Genevra,Hale,race1,county1,1,101233,group1,276-23-1954
607,Harley,Casey,race1,county4,3,217190,group2,699-17-5979
608,Kayle,Hawkins,race1,county1,1,258167,group2,641-69-4416
609,Danella,Watson,race3,county1,4,256225,group2,470-02-5715
610,Jacquelin,Watson,race2,county1,1,40254,group2,194-97-1318
611,Bondie,Pollard,?,county1,2,84372,group1,?
612,Rowan,Casey,race2,county2,0,24763,group1,378-94-1977
613,Karola,Pollard,?,county4,4,212996,group2,?
614,Eb,Kirk,race2,county1,5,120816,group2,814-38-3127
615,Herman,Owen,race2,county1,5,47996,group1,808-52-2375
616,Shannen,Waters,race3,county1,4,277177,group2,181-10-0511
617,Myca,Watson,race3,county1,0,235386,group1,835-21-7642
618,William,Watson,race3,county1,1,201346,group2,374-42-0474
619,Lockwood,Cannon,race1,county2,2,61090,group3,426-70-3927
620,Tani,Brooks,race3,county1,1,51525,group3,505-09-0416
621,Nikola,Watson,race3,county1,5,60820,group2,195-24-8603
622,Bradley,Cervantes,race3,county1,4,184598,group1,461-14-9797
623,Eydie,Kirk,race3,county1,3,173088,group3,527-19-6513
624,Debbi,Quinn,?,county3,1,38811,group1,?
625,Goddard,Cervantes,race3,county1,1,217078,group2,639-61-5577
626,Reiko,Cervantes,race1,county3,1,53054,group3,100-99-9271
627,Estel,Waters,?,county3,0,255182,group3,?
628,Kris,Le,race2,county4,4,59566,group3,488-52-6182
629,Shellie,Ward,race3,county1,4,65809,group2,230-37-9967
630,Inessa,Ward,race1,?,3,136970,group2,868-52-2482
631,Katharyn,Brooks,race2,county3,2,185381,group1,882-63-2047
632,Kerrill,Cannon,race2,county1,3,185729,group2,144-37-3700
633,Alexandra,Cannon,race3,?,2,264219,group3,866-81-1294
634,Lothario,Elliott,race1,county2,4,228284,group2,690-99-0079
635,Tremayne,Owen,race2,county4,4,196230,group2,356-61-0236
636,Cordi,Wilkerson,race2,county4,5,76367,group3,190-83-8294
637,Susannah,Brooks,race3,county1,3,285174,group2,516-21-5738
638,Tootsie,Casey,race2,county4,3,169416,group2,623-76-3499
639,Brittne,Kirk,race3,county1,0,253376,group1,144-29-6252
640,Elnore,Le,race2,county2,5,78538,group3,673-15-3641
641,Doria,Hoffman,race1,county4,2,118925,group3,229-55-2157
642,Dulcie,Watson,race3,county1,1,233155,group3,833-16-6256
643,Zelig,Hale,race3,?,3,160611,group1,246-77-5030
644,Ker,Watson,race1,county2,1,290330,group1,764-17-1239
645,Lurleen,Pollard,race2,?,3,278629,group1,172-49-8971
646,Shellie,Elliott,race1,county1,4,123596,group3,209-68-9608
647,Shepperd,Quinn,race3,county1,2,255263,group3,385-32-6045
648,Amalea,Frank,race2,county3,0,262373,group2,551-13-9229
649,Opal,Waters,race2,county2,5,73378,group1,718-70-7726
650,Kandy,Ward,?,county3,1,156183,group2,?
651,Dagmar,Lawson,race2,county2,0,169845,group3,471-59-4314
652,Poul,Hale,race1,county4,4,220739,group2,573-08-9027
653,Astra,Casey,race2,county4,5,30802,group1,566-87-2017
654,Waldemar,Le,?,county3,1,56349,group3,?
655,Kaitlynn,Brooks,race1,?,4,102037,group1,885-83-7779
656,Garald,Hale,race2,county2,1,293921,group3,404-94-6578
657,Caryl,Cervantes,race2,county1,3,152746,group1,595-77-5383
658,Udall,Hale,race2,county3,2,154255,group3,433-18-7125
659,Barbee,Casey,race1,county1,0,273396,group2,525-36-0231
660,Rollin,Watson,race3,county1,1,81259,group1,571-87-3022
661,Martynne,Cervantes,race2,county2,2,171136,group3,717-11-3417
662,Adeline,Pollard,race3,county1,2,40415,group3,284-72-3788
663,Thorvald,Quinn,race2,county3,0,216798,group3,244-27-1900
664,Sheeree,Le,race2,county1,5,249837,group1,396-80-8842
665,Bentlee,Hawkins,race2,county2,2,209557,group3,516-48-9090
666,Henrik,Le,race3,county1,2,96379,group3,364-14-5995
667,Cecilio,Owen,race3,county1,4,213071,group1,553-64-0810
668,Arda,Scott,race2,county2,5,45302,group1,507-64-3743
669,Almire,Frank,race3,county1,5,197042,group1,388-79-1043
670,Randa,Cervantes,race3,county1,4,121322,group1,366-60-5539
671,Farrah,Cannon,?,county3,4,18950,group2,?
672,Oralie,Scott,race2,county1,2,140999,group1,330-47-6416
673,Westbrooke,Elliott,race2,county2,4,89466,group2,683-57-4499
674,Stephen,Frank,race3,?,3,118452,group3,646-34-8427
675,Ichabod,Pollard,race1,county2,1,24617,group2,543-35-5524
676,Mariquilla,Hawkins,race2,county4,2,39147,group2,604-45-7987
677,Haleigh,Hoffman,race1,county1,3,133953,group1,636-56-7735
678,Sidnee,Brooks,?,?,1,223727,group2,?
679,Haily,Frank,race3,county1,5,11836,group1,107-09-1465
680,Wayne,Frank,?,county2,1,230843,group2,?
681,Xymenes,Elliott,race1,county1,5,145680,group3,120-40-1661
682,Heda,Wilkerson,race3,county1,4,133393,group3,557-36-9952
683,Philomena,Elliott,race1,county3,0,73719,group2,607-84-7577
684,Kirby,Hawkins,race1,county4,0,212205,group2,658-73-3192
685,Roddy,Hoffman,race3,county1,2,243161,group1,491-01-6385
686,Hussein,Quinn,race1,county3,5,229924,group1,399-64-6921
687,Shel,Hawkins,race1,county2,3,274630,group2,165-45-0424
688,Artair,Watson,race2,county2,1,29494,group1,703-87-7246
689,Gipsy,Frank,race3,county1,1,141391,group2,537-97-1936
690,Blakelee,Cannon,race1,county3,5,266929,group2,472-98-3022
691,Pansie,Le,race1,county4,4,103717,group1,856-42-7039
692,Danita,Ward,race2,county3,3,285481,group1,696-75-9746
693,Jasun,Le,race1,county3,5,230371,group1,714-07-6871
694,Esme,Brooks,race2,county2,1,28276,group2,289-48-1793
695,Abram,Brooks,race2,county4,5,42290,group1,310-43-2156
696,Molli,Watson,race1,county1,5,67638,group1,152-42-7657
697,Fidelity,Owen,race2,county4,1,194150,group1,314-32-7245
698,Anatollo,Hale,race2,county1,3,173708,group3,571-77-1842
699,Ashla,Le,race3,county1,1,291985,group3,359-63-6401
700,Gizela,Scott,race1,county2,1,31917,group1,888-11-6522
701,Inessa,Brooks,race3,county1,4,283564,group1,592-90-7105
702,Birch,Watson,?,county4,5,291840,group1,?
703,Piggy,Hale,race3,?,0,161475,group1,245-10-9429
704,Beth,Cervantes,race1,county2,4,180168,group1,658-33-1417
705,Austina,Scott,race3,county1,0,31680,group2,152-03-1026
706,Chance,Le,race1,county2,2,44147,group2,407-95-5305
707,Auguste,Brooks,race2,?,3,284714,group3,671-01-2383
708,Shandeigh,Wilkerson,race3,county1,5,70606,group3,201-74-8841
709,Lizzy,Hale,race1,county1,1,108298,group1,202-64-3357
710,Davin,Watson,race1,county2,4,187215,group1,621-73-4770
711,Bald,Owen,?,county2,4,119902,group3,?
712,Stacy,Owen,race3,county1,5,262757,group2,523-95-7493
713,Elliot,Owen,race2,county2,4,72753,group2,111-27-4144
714,Aldrich,Le,race2,?,1,170997,group1,535-26-5954
715,Lynnett,Lawson,race1,county4,1,188199,group1,376-33-1248
716,Coreen,Wilkerson,race1,county3,4,278332,group2,650-54-7822
717,Kassie,Hawkins,race2,county3,3,66938,group3,744-09-6011
718,Marcos,Cannon,race1,county1,2,119896,group3,202-99-2201
719,Gaylor,Waters,race2,?,0,151490,group1,572-04-4000
720,Welbie,Waters,race3,county1,5,167984,group1,576-23-1337
721,Aluin,Frank,race1,county1,5,74615,group3,163-69-7560
722,Elva,Lawson,race1,county1,2,184946,group3,752-60-5622
723,Sybila,Quinn,?,county4,0,84480,group1,?
724,Myca,Brooks,race2,county1,5,69048,group2,204-62-9302
725,Raquela,Watson,race1,county2,0,122701,group2,896-76-1905
726,Talbot,Cannon,race2,county4,5,116505,group3,182-25-3950
727,Olivier,Elliott,race2,county3,5,295733,group2,839-82-1123
728,Rosalia,Watson,race3,county1,1,270658,group1,851-63-2934
729,Berti,Hale,race1,county3,0,229251,group2,182-39-5435
730,Melodee,Hawkins,race3,county1,4,252261,group1,177-02-3628
731,Faber,Kirk,race2,county3,4,221424,group3,290-98-3790
732,Gaelan,Scott,?,county3,2,54728,group2,?
733,Atlante,Hoffman,race2,county2,5,255464,group1,834-31-0602
734,Meggy,Hale,race3,?,4,229540,group1,675-63-0515
735,Byran,Kirk,race3,county1,4,34024,group3,273-38-6610
736,Susie,Hawkins,race1,county4,5,113962,group1,805-89-8682
737,Udale,Le,race3,county1,4,264889,group1,259-24-2917
738,Abra,Waters,race2,county2,1,242091,group3,442-67-3572
739,Katerine,Wilkerson,race1,county2,2,43357,group3,339-68-1978
740,Merrily,Lawson,race1,county4,2,223643,group3,156-77-2940
741,Wallace,Hale,?,county4,3,190812,group3,?
742,Sher,Quinn,race2,county1,1,141739,group3,331-41-1724
743,Melamie,Elliott,race2,county4,3,83025,group3,449-21-5873
744,Katinka,Lawson,race2,county2,2,241454,group1,176-25-7815
745,Cello,Frank,race2,county3,3,92164,group3,328-97-0329
746,Lucho,Brooks,race2,county4,3,288011,group2,450-25-5308
747,Tobe,Pollard,?,county1,0,276482,group1,716-52-2082
748,Alonso,Lawson,?,county1,2,16946,group2,556-92-0429
749,Natalya,Brooks,race1,county3,1,120279,group2,470-60-4440
750,Gwendolen,Brooks,?,county4,2,22360,group3,?
751,Archie,Ward,race3,county1,0,230754,group1,627-68-0274
752,Shirleen,Brooks,race3,county1,0,278078,group3,250-81-4488
753,Clare,Frank,race3,county1,1,221161,group2,479-42-9988
754,Keelia,Cannon,?,county1,4,105620,group1,?
755,Valdemar,Hawkins,race1,county3,0,224520,group3,332-56-8153
756,Nedda,Hale,race3,county1,1,95409,group2,465-67-5819
757,Wally,Watson,race3,county1,5,239370,group1,897-67-1877
758,Patsy,Cannon,race3,county1,4,287293,group1,451-77-1009
759,Loydie,Hale,race2,county3,4,27442,group3,811-20-1781
760,Sosanna,Le,race2,county3,0,194248,group1,456-93-9221
761,Spenser,Le,race2,county2,5,175836,group3,303-24-9311
762,Beatrice,Wilkerson,race2,county4,3,268331,group1,257-19-4550
763,Catina,Pollard,race1,county1,4,149311,group2,261-60-4933
764,Hurlee,Cervantes,race2,county3,5,176776,group3,639-19-8119
765,Janeta,Elliott,race1,county4,4,159697,group2,352-14-0928
766,Dorthea,Quinn,race3,county1,3,100606,group1,258-45-4872
767,Sampson,Hawkins,race1,county4,2,252224,group2,484-23-0409
768,Judy,Le,?,county3,5,205141,group3,?
769,Denys,Ward,race3,county1,0,73350,group2,896-53-5834
770,Dian,Scott,race1,county1,0,51343,group3,652-45-9262
771,Georgia,Watson,?,county2,3,14429,group1,?
772,Audre,Le,race2,county4,3,212996,group1,175-77-8687
773,Poppy,Cannon,race3,county1,1,129320,group1,171-33-2167
774,Cate,Quinn,race2,county1,3,72371,group2,876-26-9930
775,Giralda,Hale,race2,county1,4,69589,group1,293-02-1911
776,Valentine,Pollard,race1,county4,1,225309,group3,546-41-2719
777,Deane,Scott,race2,county4,2,152198,group3,495-05-1707
778,Salvatore,Lawson,race2,county3,3,79643,group2,458-32-9503
779,Baillie,Watson,race1,county4,2,248104,group2,627-27-8626
780,Alejoa,Casey,race3,county1,5,42378,group1,137-23-1902
781,Sarene,Ward,race3,county1,0,262947,group1,251-24-8178
782,Sena,Wilkerson,race3,county1,2,17118,group1,329-19-6746
783,Ashli,Cervantes,race2,county1,2,292825,group2,547-21-5342
784,Aubert,Pollard,race3,county1,0,103138,group1,723-71-0387
785,Aurore,Hawkins,race2,county2,4,36359,group1,749-61-6951
786,Bobbie,Casey,race2,county4,4,89176,group2,534-91-7646
787,Mohammed,Lawson,race1,county2,5,227591,group3,329-78-6324
788,Hermie,Hale,race2,county4,4,67721,group2,743-12-1047
789,Gardy,Cervantes,race1,county3,0,150936,group2,646-43-1025
790,Edlin,Pollard,race2,county2,1,180241,group1,574-85-5957
791,Gale,Hawkins,race2,county3,4,249476,group1,242-29-7170
792,Boot,Owen,race1,county1,4,157593,group3,803-89-3182
793,Nealon,Cervantes,race2,county2,2,83239,group2,358-61-5710
794,Diego,Brooks,race1,county3,5,212336,group3,792-92-9795
795,Granville,Hoffman,race2,county1,3,175331,group2,759-57-8381
796,Domenic,Hawkins,race2,county4,1,83444,group2,189-97-5756
797,Lacy,Hawkins,race2,county2,5,85363,group3,235-61-6953
798,Rurik,Lawson,race1,county2,0,30850,group3,492-74-5082
799,Bent,Hawkins,race3,county1,5,170208,group1,691-05-4827
800,Talia,Scott,?,county3,4,33908,group3,?
801,Bell,Quinn,race2,county1,1,96535,group3,711-55-3230
802,Blayne,Watson,race2,county1,2,44478,group3,100-44-2731
803,Bette-ann,Scott,race3,county1,3,183175,group2,298-27-7654
804,Barbra,Lawson,race3,county1,0,181196,group2,430-33-1910
805,Hughie,Watson,race2,county4,1,95286,group1,204-22-1053
806,Kellyann,Casey,race2,county2,3,107456,group2,362-46-3628
807,Raul,Cervantes,race2,county1,2,256124,group3,145-56-3313
808,Aldwin,Ward,?,county3,3,118096,group2,?
809,Briny,Cannon,race3,county1,0,224645,group1,186-58-4429
810,Dario,Ward,race3,county1,1,61998,group2,365-25-3588
811,Kelly,Hoffman,race3,county1,0,60163,group2,324-84-4264
812,Nicole,Cervantes,race1,county4,3,21458,group1,426-58-3187
813,Claudia,Le,race3,county1,2,26065,group1,678-28-5965
814,Marcos,Wilkerson,race3,county1,5,189232,group1,458-07-3200
815,Rad,Wilkerson,?,county1,2,191084,group3,?
816,Ward,Brooks,race2,county3,4,150994,group2,828-85-8234
817,Jordon,Scott,race1,county4,5,74616,group1,722-07-2412
818,Carol,Ward,?,county3,0,97882,group2,?
819,Inna,Casey,race2,county2,3,125716,group1,621-94-5831
820,Bret,Elliott,race1,county3,5,284415,group2,372-29-3371
821,Kimball,Hawkins,race1,county2,0,153833,group2,147-49-1569
822,Theresita,Brooks,race3,county1,2,139707,group1,730-29-5478
823,Marrissa,Hawkins,race1,county4,4,199389,group3,533-05-2843
824,Juliet,Watson,race3,county1,0,124557,group1,549-99-0275
825,Rafaela,Lawson,race1,county1,0,118317,group2,446-10-2082
826,Bald,Watson,race3,county1,2,178332,group2,153-27-8567
827,Francene,Cervantes,race2,county1,5,285859,group2,524-07-0137
828,Omero,Hale,race2,county4,3,240084,group2,362-84-9953
829,Tania,Pollard,race2,county3,5,98483,group1,441-28-6086
830,Allen,Elliott,race2,county4,5,160199,group1,299-29-7872
831,Noe,Lawson,race2,county3,1,178836,group3,224-96-8790
832,Roland,Brooks,race1,county1,3,125546,group2,820-83-7089
833,Curtis,Lawson,race3,county1,3,279593,group2,302-59-8225
834,Ricky,Lawson,?,county2,0,178879,group3,?
835,Gussi,Scott,race1,county1,3,12383,group2,376-11-7757
836,Judah,Casey,race3,county1,2,116160,group1,408-67-1788
837,Eolanda,Elliott,race1,county3,4,251654,group3,439-19-9415
838,Jacquelyn,Elliott,race2,county3,4,214815,group1,363-87-4974
839,Pearce,Hale,race3,county1,4,69825,group1,101-71-2335
840,Jerrilee,Owen,race2,county4,2,235192,group2,506-10-9349
841,Maddi,Le,race1,county2,0,67232,group2,506-02-0348
842,Harmonie,Hawkins,race3,county1,4,251334,group2,786-15-1940
843,Margit,Watson,race1,county1,2,122984,group1,418-86-8974
844,Stephenie,Le,race1,county4,2,92095,group2,244-43-1259
845,Piper,Elliott,?,county4,5,299059,group1,?
846,Hannie,Frank,race1,county4,2,215015,group2,115-65-1832
847,Welby,Brooks,race3,county1,2,114775,group1,485-16-0849
848,Coletta,Owen,race3,county1,1,185452,group1,564-47-0171
849,Clari,Waters,race2,county1,1,76991,group2,522-61-8305
850,Ingaborg,Scott,race2,county4,2,99565,group2,511-13-5410
851,Chrissie,Owen,?,county4,3,32358,group2,?
852,Sancho,Waters,race1,county2,4,100349,group3,515-80-8200
853,Kipp,Brooks,race3,county1,4,127830,group3,812-95-1163
854,Mercy,Hoffman,race2,county1,1,164561,group1,296-79-8053
855,Lurette,Waters,race2,county3,5,176846,group3,450-78-8417
856,Reggy,Elliott,race2,county4,5,35220,group3,725-34-7379
857,Garvy,Brooks,race3,county1,4,135941,group2,843-86-7299
858,Avigdor,Brooks,race2,county3,3,198960,group3,868-20-6341
859,Ber,Frank,race3,county1,5,93950,group1,230-53-2631
860,Alberto,Le,race3,county1,5,213959,group3,690-25-3108
861,Edd,Brooks,race3,county1,3,172658,group3,480-57-1285
862,Jareb,Kirk,race3,?,3,243579,group2,217-32-5351
863,Packston,Hale,race2,county4,4,110352,group3,359-74-6954
864,Ariel,Hoffman,race1,county1,0,239048,group3,236-60-8696
865,Temp,Elliott,race2,county4,3,34110,group1,563-01-3806
866,Ricky,Pollard,race1,county3,3,123262,group1,408-18-6602
867,Izaak,Le,race3,?,5,71655,group2,148-23-6013
868,Kacie,Lawson,race3,county1,4,132028,group3,829-04-1949
869,Lotti,Hawkins,race3,county1,5,296115,group2,655-04-2032
870,Clarence,Casey,race1,county1,4,258359,group2,628-98-7585
871,Kaitlyn,Casey,race2,county2,3,143549,group2,117-08-2415
872,Josepha,Cannon,?,county2,4,132327,group2,?
